CO,NOX,CLUSTER
0.019883232318693874,0.621615871496197,1
0.020671394244654192,0.628721876495931,1
0.017073648191946376,0.5439072389766502,1
0.004824033724719604,0.3893729056965055,0
0.006041195180000096,0.38710706877293766,0
0.010399213654383675,0.48265517791606827,1
0.01594650407976319,0.3946066698579863,0
0.010848166650183856,0.4038083080687198,0
0.017247560791834624,0.4220413807776181,0
0.016345119921488804,0.4171905749694166,0
0.01406022126559061,0.42386043295569387,0
0.008126105683223665,0.40268070847295345,0
0.00911833715272952,0.40224456145949683,0
0.00869024459915844,0.3789160151055795,0
0.004142894937152056,0.3747779373437583,0
0.008906331571379437,0.6152545077389501,1
0.009078656963706778,0.6086378384128505,1
0.005227637933065222,0.5960321259507473,1
0.006069764916096472,0.5970958991543003,1
0.011033189702998478,0.5952662092441892,1
0.011510258947020489,0.5969788841019095,1
0.011611613486981438,0.595000265943301,1
0.011523863583256857,0.5971810010105845,1
0.0060214684574573605,0.3701611616403383,0
0.008337431032761933,0.37602255199191537,0
0.014642046208632662,0.3968618690495186,0
0.008969593129878552,0.4039253231211106,0
0.014758139104516347,0.41629700547843196,0
0.018171769080158634,0.4267858092654646,0
0.015639039300821247,0.4133290782405191,0
0.006070898635782836,0.3937131003670018,0
0.0026690593448787324,0.3846710281368012,0
0.004074418268095664,0.4397638423488113,0
0.019186221455517228,0.6157012924844423,1
0.015817260035517682,0.6321153130152652,1
0.015985277293036844,0.6087442157332056,1
0.014788522792110903,0.5981064836976756,1
0.012607019371609112,0.5995638529865434,1
0.013898552838315089,0.6007765544385937,1
0.016390241965006096,0.604350832402532,1
0.014389906950385289,0.5974575820435084,1
0.01726003170838463,0.5991702569012287,1
0.015177615388471061,0.47170895165150795,1
0.012461449763879962,0.42451997234189665,0
0.014578104418321728,0.5032285516727834,1
0.029139146582107617,0.5476942715812989,1
0.03468303584842804,0.5495452369554811,1
0.03621582486439229,0.539269187809159,1
0.012550106643353636,0.5066113504600819,1
0.0023119376436740425,0.4011488750598372,0
0.005644620033709936,0.4006701771182384,0
0.005215393760452489,0.39659592574863034,0
0.001362651475887659,0.39773416307643206,0
0.002323048096600411,0.38817084197649065,0
0.015018894632380089,0.509845220998883,1
0.020435353805953186,0.562789213339716,1
0.02138473067131448,0.5735120472315303,1
0.021540503756220904,0.5715334290729217,1
0.020446237514942282,0.5860432955693847,1
0.02057003970469324,0.59347907026222,1
0.016735119493598054,0.6009254826870911,1
0.010885125911959326,0.5935322589223978,1
0.00505145789380424,0.4444231689803735,0
0.013239181468725731,0.40240412744002985,0
0.01028130680700181,0.40677623530663254,0
0.010984893244359367,0.39594702409446314,0
0.013731896044419567,0.39678740492526987,0
0.007952646571209959,0.39790436678900065,0
0.008859849064238508,0.4043508324025318,0
0.007884623390028113,0.39786181586085845,0
0.007200083443401474,0.4027338971331311,0
0.00647268889263027,0.3845433753523748,0
0.0009475740243160367,0.3816818254348172,0
0.0017049667979884336,0.43816818254348167,0
0.016300678109783334,0.5723525344396575,1
0.0169382820613945,0.5715121536088505,1
0.017256177061450995,0.5696611882346684,1
0.02148449800371452,0.5432902505185895,1
0.027835368942788905,0.5611616403382799,1
0.029583564699162335,0.5745651827030477,1
0.028692461025680162,0.568969735652359,1
0.01966011628441742,0.4337109728205947,0
0.008827651425145768,0.4071591936599118,0
0.010211696418259053,0.4100313813095048,0
0.01942520956540278,0.4205414605606085,0
0.012619036800284571,0.41062709430349453,0
0.007974187245250878,0.4300622307324078,0
0.007876460608286293,0.42941332907824037,0
0.007690303835785308,0.4304983777458645,0
0.00800910581159089,0.4126801765863518,0
0.005244643728360683,0.43209403755119413,0
0.0004486466647409259,0.4034466251795118,0
0.0005264425096192301,0.398074570501569,0
0.008544221503554744,0.5021115898090528,1
0.02051040604919049,0.581979681931812,1
0.01757588601300567,0.5816392745066751,1
0.013994012035906946,0.5742354130099464,1
0.011659002969871457,0.5692037657571405,1
0.015244051362091997,0.5854582203074304,1
0.01073819584060654,0.5851390883463645,1
0.011640636710952357,0.5833200361682889,1
0.005905829049448224,0.4192755704483804,0
0.018605076744286995,0.4435083240253177,0
0.01899734375576897,0.43166852826977287,0
0.0046072665206867884,0.45329503749800537,1
0.014289686130110703,0.4525078453273762,1
0.01682377637307173,0.4792085527365566,1
0.014796912317789996,0.44639114940694635,0
0.007171513707305098,0.4115844901866922,0
0.003023686862773421,0.4192542949843092,0
0.0003800566237158982,0.409510132439764,0
0.0026572686601405455,0.41237168235732147,0
0.002268856295592207,0.4128610180309559,0
0.0008238398577462593,0.41569065475240674,0
0.015747649646774928,0.5473645018881974,1
0.015241330434844724,0.5449816499122389,1
0.011295985926297674,0.5450986649646294,1
0.011446090412772279,0.5418541566937929,1
0.011793462124674239,0.5481410563267912,1
0.018624349978955183,0.5449178235200255,1
0.0186717394618452,0.5454071591936599,1
0.013501524204150381,0.5447795330035636,1
0.011703898269451476,0.44398702196691664,0
0.006497177237855735,0.41846710281368005,0
0.009498813479473312,0.4212648263390245,0
0.014978307467608252,0.4518057550130312,1
0.01978074405904656,0.4409446306047552,0
0.007083537059643244,0.43277485240146807,0
0.009113802273984065,0.42706239029838844,0
0.008312942687536469,0.4292963140258498,0
0.010250016143658159,0.4315408754853465,0
0.002967681110267035,0.3770756874634328,0
0.007015287134524126,0.4340301047816606,0
0.004320435440036673,0.43739162810488796,0
0.004979580065688757,0.4330833466304984,0
0.0,0.4225839051114302,0
0.0017127441150368917,0.4216903356204458,0
0.006350927398314767,0.47276208712302525,1
0.014766075142320895,0.5231104728471889,1
0.01863682089550519,0.5406095420456358,1
0.020096598363667596,0.5444284878463912,1
0.02078567318903969,0.5413116323599808,1
0.019308436437707275,0.5338013935428966,1
0.015435876733024803,0.541492473804585,1
0.01489599941837822,0.5491835540662732,1
0.015437237196648438,0.5256103398755385,1
0.005303823895988889,0.4431147279400032,0
0.0035377153685709015,0.4341152066379448,0
0.009961144367572589,0.4211478112866337,0
0.0032581400939135155,0.4418701132918461,0
0.013225123344614818,0.45153981171214297,1
0.018973762386292593,0.45898622413701395,1
0.018298745685031415,0.4545183766820914,1
0.00042526936480809826,0.4794106696452316,1
0.007220263653818754,0.5487048561246742,1
0.010649312217195596,0.5703632785490133,1
0.0057720501264572595,0.5548853784373171,1
0.009655040052254284,0.5461518004361471,1
0.015464673213058451,0.5452582309451623,1
0.02084825451572699,0.5448114461996703,1
0.021258207554316243,0.47175150257964993,1
0.00036413919931934627,0.374331152598266,0
0.0017438080344432676,0.3750970693048242,0
0.007032746417694133,0.39213871602574335,0
0.015680079953467627,0.41588213392904627,0
0.00995955716001168,0.40436147013456736,0
0.014555203280657174,0.3992234455614063,0
0.023690489769441773,0.4441253124833785,0
0.022160421680724792,0.413829051646189,0
0.005593375903886278,0.38693686506036906,0
0.004619057205424976,0.3589915430030317,0
0.0016566023161681414,0.448008084676347,0
0.0068386536073886004,0.5158768150630286,1
0.0022922109211313073,0.4900377639487261,1
0.005117893867425177,0.4561140364874209,1
0.006267485629398369,0.45126323067921925,1
0.014511668444700792,0.4753683314717302,1
0.015997521465649575,0.47484708260198927,1
0.018894855496121656,0.4900696771448326,1
0.02112080072832892,0.4858784107228339,1
0.022772176823486857,0.48604861443540237,1
0.02054146996859687,0.48538907504919937,1
0.024840081531414968,0.4719748949523961,1
0.021722125649976432,0.3558002233923727,0
0.013472047492304916,0.35309823945534813,0
0.01315369900437388,0.3426413488644221,0
0.01101482344407938,0.34559863837029947,0
0.008568709848780208,0.34302430721770116,0
0.00851497153564655,0.3439923408329344,0
0.00948588907504876,0.3431838731982342,0
0.009400860098571454,0.3611297271421733,0
0.007663321307249842,0.36445933726929425,0
0.007546094691679795,0.3470985585873092,0
0.006020107993833724,0.33877985213552464,0
0.006440037765662984,0.33157810754747086,0
0.0054961027547962395,0.3381841391415351,0
0.017215589896679158,0.5118876655497049,1
0.019351064297914566,0.5208978245837987,1
0.019840604458486583,0.5165150789851602,1
0.020000912422138462,0.5175788521887134,1
0.020150336676801255,0.51761076538482,1
0.020039232147537573,0.5174511994042871,1
0.0237403734356418,0.5256422530716451,1
0.02873327493438927,0.5486091165363545,1
0.023137234562496094,0.5216531035583213,1
0.010338673023131833,0.3216318280942503,0
0.007740640989859873,0.30467528322961546,0
0.010574259973958292,0.3336737407584702,0
0.016926491376656312,0.3435774692835488,0
0.01649590463977523,0.3665549704802936,0
0.015704341554755818,0.3564172118504334,0
0.010967207217252087,0.32826977288442094,0
0.01183949114394062,0.31461092495080045,0
0.011711380819381478,0.3246529439923408,0
0.010758376051023822,0.34388596351257905,0
0.005123108977982452,0.3513111004733791,0
0.009121965055725887,0.42684963565767786,0
0.019879150927822963,0.5766076272538694,1
0.02036869108839498,0.568831445135897,1
0.021350038848911738,0.5710547311313229,1
0.01720538641950188,0.566363491303654,1
0.01186919459972336,0.5742992394021594,1
0.012358961504232649,0.5751396202329664,1
0.01557736494988304,0.592893995000266,1
0.012770275006445541,0.592713153555662,1
0.012117252467099824,0.5934897079942556,1
0.015966230802305924,0.5982447742141374,1
0.024164384598341967,0.5967342162650924,1
0.02381973381368728,0.5940215945960322,1
0.004935591741857831,0.36293814158821347,0
0.004816551174789601,0.37717142705175255,0
0.012364630102664469,0.412765278442636,0
0.026796881710079393,0.45178447954896017,0
0.034406408244955194,0.45375245997553326,1
0.02949286712425321,0.44729535662996656,0
0.006862008232927699,0.40121270145205046,0
0.005707881592209051,0.40252114249242066,0
0.04562343082184155,0.45051858943673206,1
0.13643891257835095,0.5536514015211957,1
0.158086156269787,0.5851284506143289,2
0.16501771843221708,0.5826498590500504,2
0.06947235814419664,0.46204989096324667,1
0.009451423996583292,0.4126801765863518,0
0.01055158558023101,0.41320142545609284,0
0.00992985370422894,0.431530237753311,0
0.011352218422741334,0.37856496994840694,0
0.021094044943730725,0.5694909845220999,1
0.02348415278652351,0.5657784160417,1
0.024923976788205907,0.5661294611988723,1
0.025817347901060817,0.5720759534067338,1
0.025506708706997054,0.5708313387585767,1
0.0267651375588612,0.5677251210042019,1
0.027166474327834086,0.5692356789532471,1
0.02821403131803451,0.5687888942077548,1
0.02667897486269753,0.5716504441253125,1
0.016905857678364486,0.4113823732780171,0
0.015696178773013998,0.41600978671347266,0
0.014685581044589046,0.4080740386149674,0
0.012395467278133574,0.4312536567203872,0
0.024420605247460248,0.43567895324716777,0
0.033202397938036525,0.4496888463379607,1
0.024420605247460248,0.42999840434019465,0
0.00968043537322884,0.41273336524652937,0
0.010048214039485352,0.4112547204935907,0
0.011083300113135769,0.41878623477474597,0
0.007055647555358688,0.40076591670655803,0
0.018318245663636875,0.5693207808095313,1
0.014767889093819077,0.5585447582575395,1
0.007259943842841497,0.5451518536248072,1
0.011009381589584831,0.5540343598744747,1
0.003998912536983815,0.5539705334822617,1
0.006448880779216624,0.541556300196798,1
0.014042081750608785,0.5543960427636828,1
0.01958869194417648,0.5701292484442317,1
0.02313269968375064,0.5218445827349609,1
0.011884839931395184,0.43814690707941073,0
0.01494429587701733,0.4271900430828147,0
0.014439337128710763,0.4239348970799426,0
0.009025372138447665,0.4041061645657146,0
0.027293450932706867,0.5013882240306367,1
0.02489676751573317,0.4247008137865006,0
0.025812813022315362,0.43494494973671616,0
0.008429035583420152,0.4100313813095048,0
0.010725044692244716,0.4096909738843679,0
0.017311729326082832,0.41369076112972714,0
0.01376273321988867,0.37987341098877725,0
0.0051410217490270044,0.39921280782937074,0
0.003706412857901879,0.3808627200680814,0
0.002530292055267767,0.39671294080102126,0
0.0009890681648369625,0.40085101856284233,0
0.010878323593841142,0.4962714749215468,1
0.015617725370717601,0.5132705707143237,1
0.01978482544991747,0.5168022977501197,1
0.019696168570443796,0.5130259028775066,1
0.019687325556890158,0.5137811818520291,1
0.0191472214983063,0.5097388436785278,1
0.018397832785619638,0.5126961331844051,1
0.018484675713595126,0.518334131163236,1
0.018806878848459805,0.49136748045316747,1
0.013248024482279373,0.4378703260464868,0
0.009339639235507792,0.4096484229562257,0
0.012027235124002514,0.4190096271474921,0
0.016086631832997793,0.4276049146322004,0
0.020078685592623043,0.43425349715440675,0
0.023670082815087222,0.4188075102388171,0
0.018900524094553475,0.41748843146641146,0
0.009865685169980732,0.4110845167810222,0
0.009449156557210564,0.41106324131695116,0
0.010220085943938148,0.40897824583798736,0
0.00951717973839241,0.41581830753683313,0
0.008977529167683101,0.40276581032923775,0
0.008491843654044724,0.3918621349928195,0
0.009816254991655258,0.38489442050954736,0
0.024914907030714997,0.4694643901920109,1
0.01723100848441371,0.4890165416733152,1
0.018620041844147,0.48086803893409924,1
0.017127839992954575,0.4829743098771342,1
0.01037223112584821,0.4740918036274665,1
0.02221234604236027,0.483952981224403,1
0.022561758449697683,0.5653103558321365,1
0.021518056106430896,0.6890165416733153,1
0.02193753239038561,0.8126695388543161,2
0.025241418300387855,0.6505930535609807,1
0.02350682718025079,0.48651667464496573,1
0.02325514140987796,0.48749534599223443,1
0.031077807245790214,0.45427370884527407,1
0.02146681197660724,0.44725280570182435,0
0.01872162312804522,0.4732620605286951,1
0.0201532843479858,0.4763044518908569,1
0.02378798966246909,0.47869794159885115,1
0.022486932950397654,0.4720599968086805,1
0.023039734669468785,0.47488963353013136,1
0.017854781055851233,0.40820169139939366,0
0.025586069085042542,0.489793096111909,1
0.024382058778123876,0.4659539386202861,1
0.023026130033232416,0.4864528482527525,1
0.008983877997926739,0.5158768150630286,1
0.023361711060396185,0.5371416414020531,1
0.03151315560535403,0.5546300728684646,1
0.03202332946421787,0.562991330248391,1
0.024327640233178394,0.5113132280197862,1
0.02116297510066166,0.5529386734748152,1
0.019563523367139197,0.5527578320302112,1
0.023085083456923346,0.5539279825541195,1
0.020607679198280528,0.5573958831977022,1
0.012675949528540049,0.4195627892133398,0
0.01260203100498911,0.4176160842508376,0
0.012473013704680876,0.41700973352481263,0
0.011709340123946024,0.4146800702090314,0
0.010207161539513598,0.37757566086910266,0
0.0038426859642028428,0.4066592202542417,0
0.04932842675687941,0.49129301632891864,1
0.0550945250817272,0.4642093505664593,1
0.03629291780306505,0.4645284825275252,1
0.023661013057596308,0.4397851178128823,0
0.020844626612730625,0.4266368810169673,0
0.018018490178562212,0.43360459550023933,0
0.015862608822972246,0.4322323280676559,0
0.01634307922605335,0.4310728152757831,0
0.016977055274668154,0.42259454284346576,0
0.012765740127700086,0.41504175309823954,0
0.02918222793018945,0.5511408967608107,1
0.03146553937852673,0.5455135365140152,1
0.02947926248801684,0.5446625179511729,1
0.028209496439289054,0.5450986649646294,1
0.027912461881461664,0.545247593213127,1
0.02834327536228002,0.5449284612520611,1
0.028236705711761796,0.5556619328759108,1
0.030851063308517397,0.5622998776660816,1
0.017792879960975755,0.42087123025370987,0
0.017191101551453692,0.4615499175575768,1
0.016313829258145156,0.4589649486729429,1
0.01891934384134712,0.45730546247540016,1
0.016236509575535126,0.4618690495186427,1
0.017564775560079297,0.4626030530290941,1
0.022720025717914108,0.46311366416679955,1
0.01957327335644193,0.45612467421945646,1
0.008423820472862878,0.42165842242433915,0
0.009668417944553379,0.4642412637625659,1
0.014364511629410734,0.4337535237487369,0
0.016410195431486106,0.43645550768576136,0
0.016390241965006096,0.4388809105898621,0
0.0176790545044648,0.44125312483378554,0
0.016908805349549035,0.4470294133290782,0
0.013551634614287676,0.4403170044146587,0
0.025987405854015433,0.6160736131056859,1
0.0267492654832521,0.6054890697303335,1
0.02926385574760766,0.6236583160470189,1
0.030780772687962824,0.6210201585022073,1
0.03501861687559181,0.6204457209722888,1
0.03383728096240042,0.6208712302537098,1
0.033075421333163754,0.6222541354183289,1
0.03239065464259984,0.6240199989362268,1
0.0237086292844236,0.4671347268762299,1
0.01647595117329522,0.43924259347907024,0
0.01599570751415139,0.432072762087123,0
0.014676057799223586,0.4344024254029041,0
0.016455090731066123,0.4434444976331047,0
0.016414276822357018,0.45485878410722835,1
0.0169591425036236,0.4534865166746449,1
0.013261629118515741,0.4623158342641348,1
0.008763936378772106,0.45855007712355733,1
0.008675959731110251,0.4620392532312111,1
0.010802364374854748,0.45060369129301625,1
0.008303192698233737,0.4351364289133557,0
0.015580992852879406,0.4904951864262539,1
0.02839315902848004,0.5727780437210787,1
0.027787752715961612,0.5619169193128026,1
0.031615190377126796,0.5800436147013457,1
0.03121838848689936,0.5874049252699324,1
0.034796407817064445,0.6015105579490453,1
0.034068559778418696,0.6139567044306155,1
0.03452431509233707,0.604350832402532,1
0.02981711095455334,0.5896707621935003,1
0.02956769262355324,0.5980852082336044,1
0.03387355999236407,0.613265251848306,1
0.030143622224226202,0.6158608584649752,1
0.027275311417725042,0.5947875113025902,1
0.01642334657984793,0.375394925801819,0
0.006336869274203852,0.40674432211052614,0
0.005649608400329937,0.4011914259879793,0
0.016459398865874306,0.40723365778416043,0
0.02247242133841219,0.4305196532099357,0
0.025046418514333233,0.4332535503430668,0
0.024629209669751247,0.41016967182596675,0
0.009882010733464376,0.41004201904154036,0
0.016191614275955106,0.41152066379447905,0
0.008222471856564615,0.3834157757566087,0
0.02398298944852371,0.5783734907717675,1
0.025645022508733472,0.5966916653369503,1
0.02674019572576119,0.6114887505983724,1
0.029143681460853072,0.6027232594010956,1
0.024533977216096663,0.5977341630764321,1
0.025978336096524515,0.5968831445135897,1
0.027273043978352316,0.5977554385405033,1
0.027479380961270578,0.6060528695282167,1
0.027873915412125284,0.604350832402532,1
0.02696693966303401,0.5988192117440562,1
0.02673792828638846,0.6004361470134566,1
0.027420427537579645,0.5802244561459496,1
0.028025833850098072,0.5936599117068242,1
0.0286153680870074,0.5787458113930111,1
0.017883124048010336,0.46443274293920533,1
0.017124665577832758,0.4207435774692835,0
0.017212415481557337,0.4343492367427265,0
0.0250600231505696,0.5505983724269986,1
0.016964584358118148,0.5104409339928727,1
0.006202863607275616,0.4189777139513855,0
0.014683767093090862,0.47890005850752615,1
0.02654066106096111,0.504388064464656,1
0.0181545365409259,0.43090261156321463,0
0.02590124315785176,0.5179937237380989,1
0.024570256246060313,0.5143130684538056,1
0.04078698263981232,0.6246476251263231,1
0.030694609991799154,0.5666719855326844,1
0.031002981746490185,0.5495984256156586,1
0.029749087773371496,0.5467794266262433,1
0.02623682418501553,0.5388543162597734,1
0.027740136489134322,0.5416201265890112,1
0.026697114377679354,0.5432157863943408,1
0.027638101717361554,0.545109302696665,1
0.027694787701679758,0.5449816499122389,1
0.03042251726707177,0.5465241210573907,1
0.030510947402608166,0.544385936918249,1
0.03290309594083641,0.5618105419924473,1
0.029089262915907597,0.5470028189989895,1
0.026511184349115643,0.5411201531833413,1
0.021583811848240014,0.516770384554013,1
0.01363961126194953,0.43809371841923306,0
0.020842132429420623,0.4843997659698952,1
0.011902072470627918,0.4453592893995,0
0.011870328319409726,0.44966757087388975,1
0.018132088891135892,0.5033349289931387,1
0.028610833208261945,0.5609382479655338,1
0.03506850054179183,0.5691612148289984,1
0.03591652286719217,0.5698845806074145,1
0.03699582400861079,0.5704909313334396,1
0.030365831282753563,0.5959470240944631,1
0.03122292336564482,0.5973405669911174,1
0.04895883413912472,0.6073081219084092,1
0.020767533674057866,0.6121589277166108,1
0.022655176951854084,0.6219988298494762,1
0.024894500076360446,0.6088825062496674,1
0.019424302589653688,0.6168820807403861,1
0.02424827985513291,0.6227647465560342,1
0.041210993802512495,0.6160842508377213,1
0.05502876933991807,0.6427743205148662,1
0.03925192618447534,0.5915430030317537,1
0.02075234183026059,0.5994681133982235,1
0.024143977643987413,0.5841391415350247,1
0.024787930425842215,0.5736503377479921,1
0.020515394415810493,0.5654060954204563,1
0.01904813439771808,0.6052656773575873,1
0.015397783751562968,0.5836604435934258,1
0.017609217371784773,0.5741396734216264,1
0.017345287428799212,0.5943832774852401,1
0.020325836484250414,0.597712887612361,1
0.02233750869573486,0.6083718951119621,1
0.017499926794019273,0.5966597521408435,1
0.017644362682062056,0.6039678740492527,1
0.021009696199065238,0.6123716823573214,1
0.02764036915673428,0.6128610180309559,1
0.03654687101281061,0.6166054997074624,1
0.03028647090470808,0.6369022924312536,1
0.01954062222947464,0.6605925216743789,1
0.026665370226461156,0.6669326099675549,1
0.03368536252442763,0.6458911760012767,1
0.025846824612906286,0.6272325940109568,1
0.012713135534252792,0.5122174352428062,1
0.022168584462466612,0.4572097228870805,1
0.028694728465052888,0.49194191798308606,1
0.01400875039182968,0.4690282431785544,1
0.0022521452674152,0.45084835912983345,0
0.002564530389795963,0.43040263815754476,0
0.0031137042058707303,0.4338918142651986,0
0.0012118440832075074,0.4437104409339928,0
0.0018291998012202114,0.4608584649752674,1
0.019139058716564482,0.6066060315940641,1
0.02956089030543506,0.621977554385405,1
0.012416781208237217,0.44699750013297157,0
0.021620317622140936,0.5192596138503272,1
0.03043158702456268,0.633476942715813,1
0.02136024232608901,0.6368171905749693,1
0.017698554483070263,0.6289452688686772,1
0.01867015225428429,0.6275517259720227,1
0.016774799682620797,0.6305834796021488,1
0.01703963660135545,0.6478485186958141,1
0.020985207853839772,0.6585926280516994,1
0.02260506654171679,0.6519546832615287,1
0.027669845868579745,0.6609648422956226,1
0.03425902468572787,0.6551779160682943,1
0.021634829234126397,0.4684112547204936,1
0.01904564021440808,0.49558002233923737,1
0.010232556860488153,0.48016594861975437,1
0.0018975857727016935,0.46656028934631133,1
0.004510673603408568,0.516770384554013,1
0.011087154760069409,0.42987075155576826,0
0.011027294360629384,0.41449922876442746,0
0.022112125222085683,0.6166054997074624,1
0.09389041274910652,0.7877346949630339,2
0.023912698827969137,0.6462741343545555,1
0.00019372525838321376,0.4563906175203447,1
0.0004343617966927382,0.563491303654061,1
0.0052487251192315934,0.6266156055528962,1
0.022724560596659563,0.651720653156747,1
0.014559284671528084,0.6523908302749852,1
0.013448919610703089,0.6472208925057179,1
0.012490472987850885,0.6571033455667252,1
0.021612608328273664,0.6551885538003299,1
0.020609946637653254,0.6505717780969099,1
0.02061198733308871,0.6711026009254827,1
0.017545955813285656,0.6646135843838095,1
0.012381182410085385,0.435423647678315,0
0.023323164591059813,0.47211318546885805,1
0.03913401933709347,0.49668634647093246,1
0.04562569826121428,0.5295888516568267,1
0.007541106325059793,0.4249029306951758,0
0.004639690903716802,0.43392372746130525,0
0.004953051025027838,0.4297750119674485,0
0.0047158768666404685,0.4333812031274932,0
0.011431805544724094,0.4329131429179299,0
0.011935403829407023,0.4107334716238499,0
0.006523479534579382,0.412605712462103,0
0.015814312364333137,0.5586936865060369,1
0.021560003734826368,0.6306473059943619,1
0.020987702037149773,0.6902505185894368,1
0.01859600698679608,0.6346577309717568,1
0.0116052646567378,0.6296686346470933,1
